program-name,optimization-name,execution-time
benchmark-inline.lisp,Inlining and CSE,723213.7999380939
benchmark-inline.lisp,Inlining and CSE and Peephole,723600.0001284992
benchmark-inline.lisp,Inlining and Peephole,722378.2002256485
benchmark-inline.lisp,No optimizations,770396.9000431243
benchmark-inline.lisp,Peephole,729675.2999536693
benchmark_test1.lisp,CSE and Peephole,711452.3999916855
benchmark_test1.lisp,Common subexpression elimination,810809.2999464134
benchmark_test1.lisp,Constant Propagation and Peephole,695366.2999876542
benchmark_test1.lisp,Constant propagation,714004.6000131406
benchmark_test1.lisp,Constant propagation and CSE,713828.2999221701
benchmark_test1.lisp,Constant propagation and CSE and Peephole,707204.3998050503
benchmark_test1.lisp,Constant propagation and Inlining and CSE,707036.5001709433
benchmark_test1.lisp,Constant propagation and Inlining and CSE and Peephole,706485.5999487918
benchmark_test1.lisp,Constant propagation and Inlining and Peephole,726702.8002388543
benchmark_test1.lisp,Constant propagation and inlining,695091.7999347439
benchmark_test1.lisp,Inlining,724251.200153958
benchmark_test1.lisp,Inlining and CSE,694501.2999494793
benchmark_test1.lisp,Inlining and CSE and Peephole,700632.6999544399
benchmark_test1.lisp,Inlining and Peephole,700107.1000559023
benchmark_test1.lisp,No optimizations,768963.2002438884
benchmark_test1.lisp,Peephole,777988.3999319281
benchmark_test2.lisp,CSE and Peephole,743184.0000208467
benchmark_test2.lisp,Common subexpression elimination,698793.6998484656
benchmark_test2.lisp,Constant Propagation and Peephole,712506.3002604293
benchmark_test2.lisp,Constant propagation,774473.8999463152
benchmark_test2.lisp,Constant propagation and CSE,700780.8999333065
benchmark_test2.lisp,Constant propagation and CSE and Peephole,695786.6000448121
benchmark_test2.lisp,Constant propagation and Inlining and CSE,695984.5002711518
benchmark_test2.lisp,Constant propagation and Inlining and CSE and Peephole,693650.7001228165
benchmark_test2.lisp,Constant propagation and Inlining and Peephole,704769.4001812488
benchmark_test2.lisp,Constant propagation and inlining,714895.8000470884
benchmark_test2.lisp,Inlining,712568.9000531565
benchmark_test2.lisp,Inlining and CSE,701609.399766312
benchmark_test2.lisp,Inlining and CSE and Peephole,703721.3999865344
benchmark_test2.lisp,Inlining and Peephole,797748.2997375773
benchmark_test2.lisp,No optimizations,734347.5001107436
benchmark_test2.lisp,Peephole,755087.2000138042
benchmark_test3.lisp,CSE and Peephole,714133.8999645086
benchmark_test3.lisp,Common subexpression elimination,689266.9000080787
benchmark_test3.lisp,Constant Propagation and Peephole,723249.3000628892
benchmark_test3.lisp,Constant propagation,704032.9001029022
benchmark_test3.lisp,Constant propagation and CSE,694526.1997316265
benchmark_test3.lisp,Constant propagation and CSE and Peephole,705299.4002151536
benchmark_test3.lisp,Constant propagation and Inlining and CSE,730334.5999389421
benchmark_test3.lisp,Constant propagation and Inlining and CSE and Peephole,693039.5000381395
benchmark_test3.lisp,Constant propagation and Inlining and Peephole,685607.1002403041
benchmark_test3.lisp,Constant propagation and inlining,724146.0996738169
benchmark_test3.lisp,Inlining,727112.5999977812
benchmark_test3.lisp,Inlining and CSE,696021.9998290995
benchmark_test3.lisp,Inlining and CSE and Peephole,689952.6997585781
benchmark_test3.lisp,Inlining and Peephole,739368.9000309678
benchmark_test3.lisp,No optimizations,740962.3998682946
benchmark_test3.lisp,Peephole,712118.5997675639
big-list-inline.lisp,CSE and Peephole,984170.1998084318
big-list-inline.lisp,Common subexpression elimination,1037173.5999797238
big-list-inline.lisp,Constant Propagation and Peephole,1003513.3000201313
big-list-inline.lisp,Constant propagation,1022440.1001323713
big-list-inline.lisp,Constant propagation and CSE,1007369.8998894542
big-list-inline.lisp,Constant propagation and CSE and Peephole,1001629.7001129715
big-list-inline.lisp,Constant propagation and Inlining and CSE,1001217.3999712104
big-list-inline.lisp,Constant propagation and Inlining and CSE and Peephole,1023325.7002255414
big-list-inline.lisp,Constant propagation and Inlining and Peephole,998482.3002014309
big-list-inline.lisp,Constant propagation and inlining,980117.099970812
big-list-inline.lisp,Inlining,990787.0000461116
big-list-inline.lisp,Inlining and CSE,990962.300056708
big-list-inline.lisp,Inlining and CSE and Peephole,976965.2002432849
big-list-inline.lisp,Inlining and Peephole,978478.9999685017
big-list-inline.lisp,No optimizations,1024953.2002490014
big-list-inline.lisp,Peephole,1034299.5999963023
bm1_const_fold.lisp,CSE and Peephole,706538.200029172
bm1_const_fold.lisp,Common subexpression elimination,687480.6000269018
bm1_const_fold.lisp,Constant Propagation and Peephole,690669.5998623036
bm1_const_fold.lisp,Constant propagation,709037.7999702469
bm1_const_fold.lisp,Constant propagation and CSE,697023.9999645855
bm1_const_fold.lisp,Constant propagation and CSE and Peephole,738491.7000308633
bm1_const_fold.lisp,Constant propagation and Inlining and CSE,713821.2997233495
bm1_const_fold.lisp,Constant propagation and Inlining and CSE and Peephole,701815.7997663366
bm1_const_fold.lisp,Constant propagation and Inlining and Peephole,745328.5001247423
bm1_const_fold.lisp,Constant propagation and inlining,710651.8001819495
bm1_const_fold.lisp,Inlining,751871.8000937952
bm1_const_fold.lisp,Inlining and CSE,702986.500255065
bm1_const_fold.lisp,Inlining and CSE and Peephole,701675.1002083765
bm1_const_fold.lisp,Inlining and Peephole,701227.7001194889
bm1_const_fold.lisp,No optimizations,737329.0998657467
bm1_const_fold.lisp,Peephole,723356.6000650171
bm2_const_prop.lisp,CSE and Peephole,733733.3998293616
bm2_const_prop.lisp,Common subexpression elimination,703116.7999230092
bm2_const_prop.lisp,Constant Propagation and Peephole,693401.6997547587
bm2_const_prop.lisp,Constant propagation,714577.6999095688
bm2_const_prop.lisp,Constant propagation and CSE,707071.6001180699
bm2_const_prop.lisp,Constant propagation and CSE and Peephole,694391.4999283152
bm2_const_prop.lisp,Constant propagation and Inlining and CSE,848195.8997435868
bm2_const_prop.lisp,Constant propagation and Inlining and CSE and Peephole,704333.0999294994
bm2_const_prop.lisp,Constant propagation and Inlining and Peephole,695083.8000193471
bm2_const_prop.lisp,Constant propagation and inlining,685596.1000837851
bm2_const_prop.lisp,Inlining,695633.8002055418
bm2_const_prop.lisp,Inlining and CSE,704624.2000797065
bm2_const_prop.lisp,Inlining and CSE and Peephole,783939.100074349
bm2_const_prop.lisp,Inlining and Peephole,738010.4001640575
bm2_const_prop.lisp,No optimizations,736741.4997133892
bm2_const_prop.lisp,Peephole,694122.9999938514
bm3_inline.lisp,CSE and Peephole,700738.8001511572
bm3_inline.lisp,Common subexpression elimination,715819.5003285073
bm3_inline.lisp,Constant Propagation and Peephole,690165.1002408471
bm3_inline.lisp,Constant propagation,746101.4000000432
bm3_inline.lisp,Constant propagation and CSE,729624.7000340372
bm3_inline.lisp,Constant propagation and CSE and Peephole,918802.1998852491
bm3_inline.lisp,Constant propagation and Inlining and CSE,859622.799907811
bm3_inline.lisp,Constant propagation and Inlining and CSE and Peephole,1063922.8999934858
bm3_inline.lisp,Constant propagation and Inlining and Peephole,892301.6997869126
bm3_inline.lisp,Constant propagation and inlining,677445.8997824695
bm3_inline.lisp,Inlining,689650.700223865
bm3_inline.lisp,Inlining and CSE,705116.5001030313
bm3_inline.lisp,Inlining and CSE and Peephole,961436.6997993784
bm3_inline.lisp,Inlining and Peephole,712258.3996533649
bm3_inline.lisp,No optimizations,1006197.1999675734
bm3_inline.lisp,Peephole,686450.6998681463
bmark1_constant_folding.lisp,CSE and Peephole,738624.5000816416
bmark1_constant_folding.lisp,Common subexpression elimination,717079.400055809
bmark1_constant_folding.lisp,Constant Propagation and Peephole,726997.4001246737
bmark1_constant_folding.lisp,Constant propagation,744001.5997417504
bmark1_constant_folding.lisp,Constant propagation and CSE,830140.2001961833
bmark1_constant_folding.lisp,Constant propagation and CSE and Peephole,727924.5000972878
bmark1_constant_folding.lisp,Constant propagation and Inlining and CSE,706563.2999001537
bmark1_constant_folding.lisp,Constant propagation and Inlining and CSE and Peephole,751572.2001699032
bmark1_constant_folding.lisp,Constant propagation and Inlining and Peephole,735071.9002715778
bmark1_constant_folding.lisp,Constant propagation and inlining,773777.6002613828
bmark1_constant_folding.lisp,Inlining,723309.9000586662
bmark1_constant_folding.lisp,Inlining and CSE,723572.0000608126
bmark1_constant_folding.lisp,Inlining and CSE and Peephole,711438.3002772229
bmark1_constant_folding.lisp,Inlining and Peephole,730439.2998776166
bmark1_constant_folding.lisp,No optimizations,754470.6000771839
bmark1_constant_folding.lisp,Peephole,708265.399953234
bmark2_inlining.lisp,CSE and Peephole,1026961.0000250395
bmark2_inlining.lisp,Common subexpression elimination,714615.2998757316
bmark2_inlining.lisp,Constant Propagation and Peephole,907750.5997993285
bmark2_inlining.lisp,Constant propagation,718178.9002061123
bmark2_inlining.lisp,Constant propagation and CSE,897774.8999313917
bmark2_inlining.lisp,Constant propagation and CSE and Peephole,850876.3999998337
bmark2_inlining.lisp,Constant propagation and Inlining and CSE,888853.4001016524
bmark2_inlining.lisp,Constant propagation and Inlining and CSE and Peephole,702080.3997875191
bmark2_inlining.lisp,Constant propagation and Inlining and Peephole,1030315.1997504756
bmark2_inlining.lisp,Constant propagation and inlining,863947.2998765996
bmark2_inlining.lisp,Inlining,704945.1996863354
bmark2_inlining.lisp,Inlining and CSE,956025.6999975536
bmark2_inlining.lisp,Inlining and CSE and Peephole,718426.3999079121
bmark2_inlining.lisp,Inlining and Peephole,1086054.199913633
bmark2_inlining.lisp,No optimizations,837596.6001040069
bmark2_inlining.lisp,Peephole,682954.200237873
bmark3_inlining_w_lets.lisp,CSE and Peephole,898921.1000880459
bmark3_inlining_w_lets.lisp,Common subexpression elimination,688489.5999974106
bmark3_inlining_w_lets.lisp,Constant Propagation and Peephole,712329.0000890847
bmark3_inlining_w_lets.lisp,Constant propagation,714592.7000237862
bmark3_inlining_w_lets.lisp,Constant propagation and CSE,719414.7001428064
bmark3_inlining_w_lets.lisp,Constant propagation and CSE and Peephole,1049842.7000129595
bmark3_inlining_w_lets.lisp,Constant propagation and Inlining and CSE,913573.4999290435
bmark3_inlining_w_lets.lisp,Constant propagation and Inlining and CSE and Peephole,888237.0999344857
bmark3_inlining_w_lets.lisp,Constant propagation and Inlining and Peephole,973235.8001201646
bmark3_inlining_w_lets.lisp,Constant propagation and inlining,705910.5002554134
bmark3_inlining_w_lets.lisp,Inlining,696140.7998460345
bmark3_inlining_w_lets.lisp,Inlining and CSE,713489.2002795823
bmark3_inlining_w_lets.lisp,Inlining and CSE and Peephole,1129013.2999420166
bmark3_inlining_w_lets.lisp,Inlining and Peephole,825663.9001047006
bmark3_inlining_w_lets.lisp,No optimizations,746728.1000572257
bmark3_inlining_w_lets.lisp,Peephole,697307.5000132667
clashing-inline.lisp,CSE and Peephole,703059.7000266425
clashing-inline.lisp,Common subexpression elimination,693321.6001925757
clashing-inline.lisp,Constant Propagation and Peephole,689649.5997352758
clashing-inline.lisp,Constant propagation,728486.6002009949
clashing-inline.lisp,Constant propagation and CSE,731373.9999517566
clashing-inline.lisp,Constant propagation and CSE and Peephole,681519.4999944651
clashing-inline.lisp,Constant propagation and Inlining and CSE,697924.5998081751
clashing-inline.lisp,Constant propagation and Inlining and CSE and Peephole,824017.9002314107
clashing-inline.lisp,Constant propagation and Inlining and Peephole,686617.5001050578
clashing-inline.lisp,Constant propagation and inlining,687428.4998048097
clashing-inline.lisp,Inlining,702505.6998827495
clashing-inline.lisp,Inlining and CSE,689141.7000588262
clashing-inline.lisp,Inlining and CSE and Peephole,755020.2000857098
clashing-inline.lisp,Inlining and Peephole,683864.9002020247
clashing-inline.lisp,No optimizations,735514.2999585951
clashing-inline.lisp,Peephole,721078.8000520552
common-sub.lisp,CSE and Peephole,697928.0999075854
common-sub.lisp,Common subexpression elimination,715739.7998525994
common-sub.lisp,Constant Propagation and Peephole,715956.2999731861
common-sub.lisp,Constant propagation,767200.7999644848
common-sub.lisp,Constant propagation and CSE,697506.2999117654
common-sub.lisp,Constant propagation and CSE and Peephole,700124.2000114871
common-sub.lisp,Constant propagation and Inlining and CSE,702777.5998722063
common-sub.lisp,Constant propagation and Inlining and CSE and Peephole,1306807.0998997428
common-sub.lisp,Constant propagation and Inlining and Peephole,708580.5998940486
common-sub.lisp,Constant propagation and inlining,699689.8999204859
common-sub.lisp,Inlining,726776.9000463886
common-sub.lisp,Inlining and CSE,705205.100166495
common-sub.lisp,Inlining and CSE and Peephole,1754589.9001561336
common-sub.lisp,Inlining and Peephole,815124.2000167258
common-sub.lisp,No optimizations,934226.9000626402
common-sub.lisp,Peephole,687861.2999571487
common_subexp_after_constant_folding.lisp,CSE and Peephole,704315.9999739146
common_subexp_after_constant_folding.lisp,Common subexpression elimination,756398.2002466219
common_subexp_after_constant_folding.lisp,Constant Propagation and Peephole,694916.4999241475
common_subexp_after_constant_folding.lisp,Constant propagation,706198.0002617929
common_subexp_after_constant_folding.lisp,Constant propagation and CSE,697451.2001761468
common_subexp_after_constant_folding.lisp,Constant propagation and CSE and Peephole,716198.6999562941
common_subexp_after_constant_folding.lisp,Constant propagation and Inlining and CSE,706064.3001750577
common_subexp_after_constant_folding.lisp,Constant propagation and Inlining and CSE and Peephole,698378.4001931781
common_subexp_after_constant_folding.lisp,Constant propagation and Inlining and Peephole,716574.9000705546
common_subexp_after_constant_folding.lisp,Constant propagation and inlining,713294.2999305669
common_subexp_after_constant_folding.lisp,Inlining,728055.7998456061
common_subexp_after_constant_folding.lisp,Inlining and CSE,708532.9001711216
common_subexp_after_constant_folding.lisp,Inlining and CSE and Peephole,730752.2999326466
common_subexp_after_constant_folding.lisp,Inlining and Peephole,738737.29998013
common_subexp_after_constant_folding.lisp,No optimizations,774605.1000140142
common_subexp_after_constant_folding.lisp,Peephole,713922.0000681235
compress-let.lisp,CSE and Peephole,702836.6999293212
compress-let.lisp,Common subexpression elimination,740710.4996673297
compress-let.lisp,Constant Propagation and Peephole,693767.299890169
compress-let.lisp,Constant propagation,707400.3002344398
compress-let.lisp,Constant propagation and CSE,699271.7000684934
compress-let.lisp,Constant propagation and CSE and Peephole,749428.6001019645
compress-let.lisp,Constant propagation and Inlining and CSE,701285.3999185609
compress-let.lisp,Constant propagation and Inlining and CSE and Peephole,684697.3999927286
compress-let.lisp,Constant propagation and Inlining and Peephole,724121.3999805041
compress-let.lisp,Constant propagation and inlining,693232.9000846948
compress-let.lisp,Inlining,708092.1001033857
compress-let.lisp,Inlining and CSE,711660.700108041
